Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
15100000,0.32608843,172.34038800705468,4.352803,7.5416712230055,7.5416712230055,0.3017145,0.045629088,7.424034e-05,0.12474675,0.0012448628,1.0
15200000,0.33212128,166.77204658901832,4.509942,7.559980274389187,7.559980274389187,0.399234,0.044234674,7.276972e-05,0.124256544,0.0012204015,1.0
15300000,0.30652618,159.62279293739968,4.5721874,8.073361518816688,8.073361518816688,0.15889019,0.047177993,7.125817e-05,0.12375269,0.0011952593,1.0
15400000,0.31710172,154.21671826625388,4.8435507,8.084811825778093,8.084811825778093,0.19958973,0.04638678,6.972524e-05,0.12324172,0.0011697616,1.0
15500000,0.31756613,154.63182527301092,4.6565905,7.904522191064778,7.904522191064778,0.30625406,0.048220895,6.825126e-05,0.12275039,0.0011452446,1.0
15600000,0.31297934,164.3960396039604,4.625118,7.761813996402737,7.761813996402737,0.28090057,0.04858854,6.673678e-05,0.122245565,0.0011200537,1.0
15700000,0.3100146,150.03945371775418,4.8574915,8.32099607464757,8.32099607464757,0.09732647,0.0459077,6.525786e-05,0.12175259,0.0010954542,1.0
15800000,0.31505054,163.2291325695581,4.6158843,7.824329441093189,7.824329441093189,0.2806638,0.04679009,6.3763466e-05,0.12125447,0.0010705974,1.0
15900000,0.32953995,181.2486388384755,4.1984053,7.322218083859355,7.322218083859355,0.2789944,0.048180085,6.224174e-05,0.12074724,0.0010452862,1.0
16000000,0.28122026,167.2271186440678,4.50196,7.713547485309132,7.713547485309132,0.2483234,0.04741521,6.0741164e-05,0.12024703,0.0010203264,1.0
16100000,0.2725739,160.2753623188406,4.6342583,7.9438700374101865,7.9438700374101865,0.26271185,0.0466816,5.923873e-05,0.11974622,0.000995336,1.0
16200000,0.27809027,160.59546925566343,4.705934,7.8465300660978246,7.8465300660978246,0.31376994,0.046874426,5.775037e-05,0.1192501,0.0009705798,1.0
16300000,0.25298506,154.48985959438377,4.8387465,7.994137537042362,7.994137537042362,0.30975148,0.049195874,5.624689e-05,0.11874893,0.0009455718,1.0
16400000,0.24428433,160.50801282051282,4.6929483,7.94687799197168,7.94687799197168,0.23200655,0.047548134,5.473875e-05,0.11824623,0.0009204864,1.0
16500000,0.2715863,155.209375,4.7754,7.7206707549281415,7.7206707549281415,0.5506383,0.04658525,5.327343e-05,0.117757775,0.0008961132,1.0
16600000,0.2638919,147.59821428571428,4.89482,8.290718330646909,8.290718330646909,0.12731436,0.046607494,5.1761162e-05,0.1172537,0.0008709593,1.0
16700000,0.25728297,153.99537750385207,4.9887133,7.994769168994677,7.994769168994677,0.43854696,0.04667712,5.0243914e-05,0.11674796,0.0008457224,1.0
16800000,0.2635458,158.42307692307693,4.724703,7.6604086716587725,7.6604086716587725,0.6313234,0.047396854,4.8744612e-05,0.116248176,0.00082078396,1.0
16900000,0.25821564,152.69457364341085,4.8221436,7.979568344834008,7.979568344834008,0.26861706,0.044852912,4.724678e-05,0.115748905,0.00079587,1.0
17000000,0.28326243,161.03225806451613,4.680248,7.449248262252838,7.449248262252838,0.6953932,0.048520897,4.575375e-05,0.11525122,0.0007710359,1.0
17100000,0.27969927,154.09922480620156,4.948318,7.97056368362996,7.97056368362996,0.36639938,0.04760613,4.4209442e-05,0.11473647,0.000745349,1.0
17200000,0.28253657,151.0773899848255,4.8361287,8.220640146180603,8.220640146180603,0.16130213,0.04579059,4.2735926e-05,0.11424527,0.0007208394,1.0
17300000,0.28638598,145.08613138686133,5.0956693,8.223867987542256,8.223867987542256,0.26148662,0.049277555,4.1232153e-05,0.11374403,0.0006958267,1.0
17400000,0.30317667,150.95890410958904,4.903287,7.86592672803812,7.86592672803812,0.52631545,0.04569839,3.9749393e-05,0.11324978,0.00067116343,1.0
