Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
13200000,0.60637033,392.3,-0.43436018,-4.096482581893603,-4.096482581893603,0.251677,0.06990557,0.0002604739,0.27364925,0.0043425485,1.0
13300000,0.6815331,385.632183908046,-0.6749244,-3.989418815407488,-3.989418815407488,0.2863055,0.06966041,0.0002602483,0.27349886,0.0043387967,1.0
13400000,0.4820467,378.55598455598454,-0.45415536,-3.254997400933711,-3.254997400933711,0.19337755,0.07098545,0.00025995032,0.2733002,0.0043338398,1.0
13500000,0.7737123,390.40458015267177,-40.39408,-4.504995481544778,-4.504995481544778,296285.3,0.06788842,0.0002596491,0.27309936,0.0043288292,1.0
13600000,0.74923694,360.80075187969925,-0.5025322,-2.8711309185657736,-2.8711309185657736,0.5953134,0.06958399,0.00025934642,0.2728976,0.0043237945,1.0
13700000,0.7986725,391.84645669291336,-0.5388563,-4.0191055628082415,-4.0191055628082415,0.22023664,0.06925341,0.00025904924,0.2726995,0.004318852,1.0
13800000,0.84090596,425.3208333333333,-0.8695884,-6.288013793186595,-6.288013793186595,0.23779714,0.07112339,0.000258752,0.27250135,0.004313908,1.0
13900000,0.9047073,365.49612403100775,-0.6730538,-3.338098218274671,-3.338098218274671,0.2345219,0.0704313,0.00025845147,0.272301,0.004308909,1.0
14000000,0.91691345,396.60377358490564,-0.5427889,-4.266261556688344,-4.266261556688344,0.17840593,0.06911796,0.00025815083,0.27210057,0.0043039084,1.0
14100000,0.6973951,413.06666666666666,-0.48210782,-5.29469507386287,-5.29469507386287,0.19158441,0.069044545,0.00025785112,0.27190077,0.0042989235,1.0
14200000,0.6618944,399.0272373540856,-0.60865283,-4.279880596998833,-4.279880596998833,0.18670923,0.069735125,0.000257549,0.2716993,0.0042938977,1.0
14300000,0.8702301,390.7309236947791,-0.50391436,-4.27469008825869,-4.27469008825869,0.17299142,0.070848085,0.00025724823,0.27149883,0.0042888955,1.0
14400000,0.7847826,419.25431034482756,-0.82325023,-5.561141489908613,-5.561141489908613,0.19261336,0.06798007,0.00025695082,0.27130055,0.0042839483,1.0
14500000,0.712696,413.082304526749,-0.44505325,-5.3442194666943434,-5.3442194666943434,0.26008785,0.0684866,0.00025665536,0.2711036,0.0042790333,1.0
14600000,0.75619274,393.80392156862746,-0.618026,-4.266324829821493,-4.266324829821493,0.16875319,0.071213976,0.0002563501,0.27090004,0.0042739557,1.0
14700000,0.8637556,372.40501792114696,-0.21533033,-3.1205175206389115,-3.1205175206389115,0.23092999,0.07004751,0.00025605166,0.27070114,0.004268992,1.0
14800000,0.6448468,390.97991967871485,-0.47342777,-4.108501294184299,-4.108501294184299,0.16433376,0.068467155,0.0002557522,0.2705015,0.004264011,1.0
14900000,0.9970114,377.2529644268775,-0.46905997,-3.458710828788667,-3.458710828788667,0.23614912,0.06976014,0.00025545355,0.27030236,0.0042590434,1.0
15000000,0.813879,376.24014336917566,-0.36961702,-3.548260998875437,-3.548260998875437,0.2445198,0.06953906,0.00025515005,0.27010006,0.0042539956,1.0
15100000,0.9800202,371.1634980988593,-0.41600075,-3.3465069961015264,-3.3465069961015264,0.2891748,0.06880964,0.000254847,0.269898,0.004248954,1.0
15200000,0.88981354,380.6100386100386,-0.38994122,-3.80087961380201,-3.80087961380201,0.2754319,0.07045945,0.00025455063,0.26970044,0.0042440253,1.0
15300000,0.86342144,360.46043165467626,-2.4830549,-2.0770066156983376,-2.0770066156983376,2986.4727,0.06931815,0.00025425176,0.26950115,0.0042390535,1.0
15400000,0.8234595,392.1368821292776,-0.6342669,-4.75729583189628,-4.75729583189628,0.27256125,0.06810226,0.00025394934,0.26929957,0.0042340234,1.0
15500000,0.8314497,364.7826086956522,0.022307517,-2.3464052735439527,-2.3464052735439527,0.25447342,0.06997756,0.00025364882,0.26909918,0.0042290245,1.0
15600000,0.7681908,411.3692946058091,-0.6570973,-5.355108976485283,-5.355108976485283,0.18248251,0.06966326,0.00025334972,0.26889977,0.004224049,1.0
15700000,1.0954697,412.5330578512397,-0.8103438,-5.299577800572411,-5.299577800572411,0.18567054,0.07298847,0.00025304736,0.26869822,0.00421902,1.0
15800000,0.9633513,354.36785714285713,-0.07421435,-2.35857800926481,-2.35857800926481,0.32917848,0.07023617,0.0002527517,0.26850113,0.004214103,1.0
15900000,0.8428263,360.1146953405018,-0.2975545,-3.222555117212611,-3.222555117212611,0.27961132,0.07036787,0.00025245012,0.2683001,0.0042090863,1.0
16000000,0.9081292,366.6390977443609,-0.34558773,-3.0841390241148336,-3.0841390241148336,0.22575048,0.07184959,0.0002521493,0.26809955,0.004204083,1.0
16100000,0.82848847,347.15808823529414,-0.07983867,-2.22373485714741,-2.22373485714741,0.3339326,0.0687508,0.00025184883,0.26789922,0.0041990853,1.0
16200000,0.8309619,386.375,-0.49670327,-3.8263320431056584,-3.8263320431056584,0.21447477,0.06954518,0.00025155128,0.26770085,0.0041941353,1.0
16300000,0.91210186,379.6356275303644,-2.8209174,-4.611986049309825,-4.611986049309825,1145.4585,0.069974236,0.00025124918,0.26749945,0.0041891113,1.0
16400000,0.8171781,348.8333333333333,0.18982421,-1.6043361485714005,-1.6043361485714005,0.2604253,0.06905125,0.00025094935,0.26729956,0.0041841236,1.0
16500000,0.7573571,364.66409266409266,0.02593818,-2.4825727321984226,-2.4825727321984226,0.28183866,0.07309421,0.00025065188,0.26710126,0.004179176,1.0
16600000,0.79374564,356.3379310344828,0.33938533,-1.8985338692007394,-1.8985338692007394,0.2909039,0.07044335,0.0002503526,0.26690173,0.0041741976,1.0
16700000,0.77661633,345.9220338983051,-0.033570103,-2.027306543529644,-2.027306543529644,0.29503223,0.07534244,0.00025004667,0.26669776,0.004169109,1.0
16800000,0.69703096,364.79347826086956,0.12424924,-2.1195209019100494,-2.1195209019100494,0.35498655,0.06897571,0.00024975152,0.26650104,0.0041642,1.0
16900000,0.70553404,377.75,-0.3957528,-3.958816800677278,-3.958816800677278,0.2577449,0.06915318,0.0002494554,0.2663036,0.004159274,1.0
17000000,0.7011949,341.96830985915494,-0.13013509,-1.6733204712470373,-1.6733204712470373,0.20393899,0.06794375,0.00024915184,0.26610118,0.0041542244,1.0
17100000,0.7443227,353.4707903780069,-0.021075029,-2.400583574247524,-2.400583574247524,0.24120097,0.06907556,0.00024884913,0.26589942,0.00414919,1.0
17200000,0.7510271,361.93939393939394,0.019720623,-2.884823253434716,-2.884823253434716,0.25805968,0.06944687,0.00024855157,0.26570106,0.004144241,1.0
17300000,0.8922199,327.9834437086093,0.47652966,-0.6057991594421548,-0.6057991594421548,0.31756514,0.06936363,0.0002482526,0.2655017,0.0041392674,1.0
