Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
14200000,0.4822399,0.043071464,-3.4314606607206595,-3.4314606607206595,409.80434782608694,0.56537837,0.070934296,0.00025754713,0.2716981,0.0042938665,1.0
14300000,0.41490054,-0.1693148,-5.035639474419661,-5.035639474419661,468.1953488372093,0.6135255,0.06969428,0.00025724847,0.27149895,0.0042888983,1.0
14400000,0.5698761,-0.5596678,-7.754859945055136,-7.754859945055136,529.2164948453608,0.60138905,0.07155688,0.00025695036,0.2713002,0.00428394,1.0
14500000,0.45500463,0.15409088,-2.422714298606938,-2.422714298606938,418.3376068376068,0.5673177,0.070189856,0.0002566507,0.2711005,0.004278957,1.0
14600000,0.5314672,0.26931757,-2.052571431586617,-2.052571431586617,407.58704453441294,0.48631534,0.06795558,0.00025635204,0.27090135,0.0042739883,1.0
14700000,0.43214,0.03195764,-3.1146428550368754,-3.1146428550368754,423.19827586206895,0.5540449,0.072715685,0.00025604965,0.27069977,0.0042689582,1.0
14800000,0.41413346,0.09256781,-2.970502738423926,-2.970502738423926,422.59832635983264,0.5737122,0.06896484,0.0002557503,0.27050015,0.0042639785,1.0
14900000,0.33000898,0.38534436,-1.6257309840019956,-1.6257309840019956,403.44223107569724,0.5121846,0.072228834,0.00025544924,0.27029946,0.004258972,1.0
15000000,0.4130445,-0.12560856,-4.100807851740063,-4.100807851740063,440.9103139013453,0.6068995,0.071394034,0.00025515037,0.27010024,0.0042540007,1.0
15100000,0.44552514,0.19150892,-3.2934245185345006,-3.2934245185345006,453.3529411764706,0.45040402,0.06884929,0.0002548505,0.26990032,0.0042490126,1.0
15200000,0.3819927,-0.038362477,-3.4309518218040465,-3.4309518218040465,434.58666666666664,0.52267486,0.07318264,0.00025454903,0.26969936,0.004243998,1.0
15300000,0.40264475,-0.03480496,-3.25421441730953,-3.25421441730953,416.1008064516129,0.4547943,0.068302155,0.0002542503,0.2695002,0.0042390297,1.0
15400000,0.36263728,-0.21925752,-4.061546848833281,-4.061546848833281,450.7464788732394,0.5066087,0.070501715,0.0002539537,0.26930246,0.0042340956,1.0
15500000,0.36871374,0.11449909,-2.7273087537146186,-2.7273087537146186,408.63346613545815,0.47501782,0.07026218,0.00025365394,0.2691026,0.004229109,1.0
15600000,0.36341703,0.05148562,-2.467734821941242,-2.467734821941242,407.37860082304525,0.47305763,0.06987331,0.00025335274,0.26890185,0.0042241,1.0
15700000,0.38134822,-0.068787515,-3.36251526116802,-3.36251526116802,431.2246696035242,0.480468,0.07037958,0.00025304977,0.26869988,0.004219061,1.0
15800000,0.41966322,-0.1864151,-4.84594467005371,-4.84594467005371,454.3805309734513,0.52521354,0.0745196,0.0002527516,0.26850107,0.0042141015,1.0
15900000,0.49999064,0.07954352,-3.010207920489104,-3.010207920489104,426.3521739130435,0.5075107,0.0682491,0.00025245425,0.2683028,0.004209155,1.0
16000000,0.50606394,-0.030716754,-3.6324407418310902,-3.6324407418310902,441.86580086580085,0.4896507,0.06940323,0.00025214977,0.26809984,0.0042040916,1.0
16100000,0.5153551,0.23404172,-1.7311951986551284,-1.7311951986551284,390.684,0.49420702,0.06880649,0.00025184857,0.26789907,0.0041990806,1.0
16200000,0.6079372,-0.07201302,-3.6129890491952112,-3.6129890491952112,430.95238095238096,0.51183206,0.06754741,0.0002515483,0.26769885,0.004194087,1.0
16300000,0.5053884,0.059323143,-2.8470406887868953,-2.8470406887868953,426.18884120171674,0.4849147,0.06998048,0.00025125025,0.26750016,0.004189129,1.0
16400000,0.50788414,0.17679998,-4.420836181243261,-4.420836181243261,454.1106194690266,49.3725,0.068663135,0.0002509484,0.2672989,0.0041841078,1.0
16500000,0.670814,0.25323957,-5.51389723619804,-5.51389723619804,482.3811881188119,25.93354,0.06994714,0.00025065042,0.26710027,0.004179151,1.0
16600000,0.56176585,-0.009503335,-3.065907489394517,-3.065907489394517,430.0043668122271,1.2590891,0.069717415,0.0002503508,0.26690054,0.0041741678,1.0
16700000,0.5172345,-0.070591025,-4.056147693416437,-4.056147693416437,445.86899563318775,2.050157,0.069574,0.00025005234,0.26670155,0.004169204,1.0
16800000,0.49308693,0.38454676,-1.6368235804661802,-1.6368235804661802,410.74590163934425,0.49511963,0.06870286,0.00024974885,0.26649922,0.004164155,1.0
16900000,0.40671566,-0.015650352,-3.4168093701203666,-3.4168093701203666,426.4830508474576,0.49001518,0.067524396,0.000249447,0.266298,0.004159135,1.0
17000000,0.5151954,0.21270837,-2.071388577340079,-2.071388577340079,404.8893442622951,0.5042545,0.069917485,0.00024915003,0.2661,0.004154195,1.0
17100000,0.44430375,-0.11114545,-3.304663048571899,-3.304663048571899,414.7112970711297,0.5757633,0.07035559,0.00024885053,0.26590034,0.004149213,1.0
17200000,0.42444566,0.06844403,-2.787110769100269,-2.787110769100269,417.234309623431,0.46707675,0.07007924,0.00024855425,0.26570284,0.004144285,1.0
17300000,0.47470805,0.52487445,-0.5866418987512588,-0.5866418987512588,385.7871485943775,0.40586182,0.06838616,0.00024825122,0.2655008,0.0041392446,1.0
17400000,0.53330505,0.5148914,-1.7312429121562414,-1.7312429121562414,425.1848739495798,0.5297202,0.07011529,0.00024795125,0.2653008,0.004134255,1.0
17500000,0.40898454,0.9192277,0.23817429520049185,0.23817429520049185,383.7622641509434,0.4209231,0.07074109,0.0002476488,0.26509917,0.0041292235,1.0
17600000,0.36623123,0.5439144,-1.0098534538410604,-1.0098534538410604,390.8515625,0.54406655,0.06853108,0.00024735095,0.26490062,0.00412427,1.0
17700000,0.44987264,-0.070334345,-4.701703300498461,-4.701703300498461,466.03286384976525,0.54633987,0.07296324,0.0002470518,0.26470122,0.0041192947,1.0
17800000,0.46085998,0.059810176,-3.6511333845050085,-3.6511333845050085,447.5919282511211,0.4336002,0.0700882,0.00024674923,0.26449955,0.0041142628,1.0
17900000,0.42682528,0.043001853,-3.1644999253437507,-3.1644999253437507,435.0264317180617,0.4929863,0.075825304,0.00024645144,0.26430094,0.0041093086,1.0
18000000,0.42194712,0.560732,-1.7753859454393386,-1.7753859454393386,404.848,0.48743117,0.07534522,0.0002461539,0.2641026,0.0041043595,1.0
18100000,0.37048283,-0.04614276,-3.1987533483654262,-3.1987533483654262,416.4458333333333,0.463761,0.07090195,0.000245852,0.26390132,0.0040993374,1.0
18200000,0.27939802,-0.069933355,-3.2603631323824325,-3.2603631323824325,416.8833333333333,0.44064537,0.07084732,0.00024555452,0.26370302,0.0040943897,1.0
18300000,0.32204902,-0.15945292,-3.8451835228278575,-3.8451835228278575,431.0132158590308,0.53917176,0.070068866,0.00024525487,0.26350328,0.0040894058,1.0
18400000,0.38064426,-0.15389974,-4.266420696481996,-4.266420696481996,446.1711711711712,0.47421718,0.06935781,0.0002449514,0.26330093,0.004084357,1.0
18500000,0.3304882,0.20883828,-2.4147356119021834,-2.4147356119021834,416.574297188755,0.44862303,0.06778722,0.0002446512,0.2631008,0.0040793647,1.0
18600000,0.29533285,0.24373297,-2.864688339478829,-2.864688339478829,419.62605042016804,0.4712677,0.069711365,0.00024435236,0.26290157,0.0040743942,1.0
18700000,0.1968387,-0.0150071345,-2.648772962209655,-2.648772962209655,394.6072874493927,0.54664826,0.07007396,0.00024405213,0.26270142,0.0040694,1.0
18800000,0.19682235,-0.18302652,-3.815610815770924,-3.815610815770924,434.31390134529147,0.504448,0.07155582,0.0002437536,0.2625024,0.0040644347,1.0
18900000,0.20077707,-0.34713238,-5.079525399101155,-5.079525399101155,452.2145922746781,0.5759539,0.06921865,0.0002434488,0.26229915,0.004059364,1.0
19000000,0.291625,0.25953943,-1.7289759086238012,-1.7289759086238012,376.3141762452107,0.50911087,0.07116702,0.00024315008,0.26210004,0.0040543955,1.0
19100000,0.37106636,0.6775003,0.05773471849920087,0.05773471849920087,364.7391304347826,0.45620143,0.06830561,0.00024284776,0.2618985,0.0040493663,1.0
19200000,0.33919966,0.49232733,-0.7912581578431377,-0.7912581578431377,387.7569721115538,0.49175888,0.06766976,0.00024254966,0.2616998,0.004044409,1.0
19300000,0.37876597,0.36229315,-1.499882369283661,-1.499882369283661,399.85258964143424,0.5041549,0.070530005,0.00024225088,0.26150057,0.004039439,1.0
19400000,0.36350173,0.20785403,-2.0416187171028692,-2.0416187171028692,402.5344129554656,0.5281359,0.09720309,0.00024195178,0.26130116,0.004034463,1.0
19500000,0.49992952,0.27087563,-1.658652893000958,-1.658652893000958,394.4980392156863,0.47055134,0.06712197,0.00024164996,0.2611,0.004029444,1.0
19600000,0.4290379,-0.10960328,-4.364169708732087,-4.364169708732087,462.5990783410138,0.6696946,0.06735888,0.00024134977,0.26089984,0.00402445,1.0
19700000,0.42515334,0.40971157,-1.2075793664646512,-1.2075793664646512,377.4828897338403,0.5146482,0.07079308,0.00024104999,0.2607,0.004019464,1.0
19800000,0.31663492,0.22391643,-1.598669957339279,-1.598669957339279,393.33061224489796,0.4252195,0.06891832,0.00024074894,0.26049927,0.004014456,1.0
19900000,0.37794015,0.21709676,-2.3385129793862665,-2.3385129793862665,416.5702479338843,0.53498083,0.06949014,0.00024044975,0.26029983,0.0040094806,1.0
20000000,0.3034277,0.2259594,-2.0931112645864487,-2.0931112645864487,404.21259842519686,0.47925714,0.068538554,0.00024014649,0.26009765,0.004004436,1.0
20100000,0.4228995,0.1400581,-2.1139227360731265,-2.1139227360731265,409.53333333333336,0.4877315,0.06831328,0.00023985028,0.25990015,0.0039995085,1.0
20200000,0.47289613,0.5673722,-4.019717916979322,-4.019717916979322,444.8392857142857,0.8549869,0.070904635,0.00023954942,0.2596996,0.0039945045,1.0
20300000,0.40334564,0.308871,-1.5623531916887143,-1.5623531916887143,384.18390804597703,0.5180095,0.06853392,0.00023924967,0.2594998,0.0039895186,1.0
20400000,0.48040676,-0.11475081,-3.630800673365593,-3.630800673365593,443.93119266055044,0.5030636,0.07122537,0.0002389485,0.25929898,0.0039845095,1.0
